Income,Age,Risk_Appetite,Net_Worth,Investment_Horizon,Stock_Allocation,Bond_Allocation,FD_Allocation,ETF_Allocation,Cash_Allocation,Other_Allocation,Expected_Return,Portfolio_Volatility
56233.23,52,High,208311.7,12,61.55,2.46,2.09,13.46,7.08,13.36,9.39,15.9
26778.13,40,Low,236765.99,27,17.49,26.98,16.38,7.45,22.97,8.74,4.74,9.5
20000,53,Low,140970.4,9,8.98,27.78,23.98,8.96,21,9.3,4.99,9.73
20000,56,Low,186011.62,9,23.08,26.91,21.87,6.8,15.59,5.75,5.2,9.61
20000,46,Low,97791.36,22,15.99,43.28,14.76,8.92,15.67,1.39,6.07,9.19
180750.98,31,Low,1682508.02,30,15.14,33.04,17.77,8.11,19.95,6,5.6,9.78
65825.3,38,Medium,329965.88,23,40.66,17.7,11.69,17.13,10.33,2.5,6.97,15.51
81943.35,54,Medium,728033.71,11,47.22,12.17,13.4,12.75,13.74,0.73,6.84,14.51
20000,22,Low,194272.49,30,31.85,32.43,13.59,7.18,13.81,1.14,7.12,10.28
23010.98,35,Low,262883.91,30,19.18,29.48,18.09,4.46,21.75,7.03,4.66,8.62
121998.46,35,Low,1002241.72,30,14.45,21.53,29.85,6.19,22.45,5.53,4.43,7.45
75472.16,29,Low,447300.25,30,19.65,39.54,21.18,6.58,11.33,1.71,4.77,13.81
53334.34,50,Low,221791.1,11,10.98,38.17,19.16,5.78,18.37,7.54,4.76,9.3
94275.23,44,Low,268655.78,26,23.11,22.53,13.82,6.79,29.27,4.48,4.85,10.65
222067.81,31,Medium,2049613.88,30,34.88,14.53,13.18,20.1,15.17,2.13,6.67,11.49
50275.13,47,Medium,327198.76,17,41.66,27.14,7.6,17.52,5.53,0.55,8.27,13.73
63423.88,38,Medium,545372.59,30,38.71,17.99,14.56,12,7.63,9.11,7.24,12.99
69994.88,29,High,446914.5,30,74.21,2,4.43,12.91,5.43,1.02,10.26,17.76
406682.29,31,High,3706316.31,30,60.2,5.4,2.5,17.66,6.11,8.12,8.89,17.28
20000,45,Medium,204946.45,17,44.3,15.47,11.19,18.47,8.34,2.23,7.68,15.6
103639.96,51,Medium,329134.63,10,40.59,23.57,9.05,14.75,12.05,0,7.06,12.47
54734.97,34,Medium,472819.83,30,37.38,23.16,5.65,14.34,14.68,4.81,7.82,13.62
94420.85,46,High,436384.26,18,62.93,3.58,3.06,16.45,4.79,9.21,10.02,17.69
35461.46,58,Low,348232.55,2,11.03,30.68,32.82,8.85,16.08,0.54,5.11,8.97
57695.12,24,Low,577187.7,30,12.8,27.02,25.48,5.05,25.86,3.78,4.83,8.31
106003.6,44,Low,1044786.07,22,17.09,28.15,20.42,7.95,22.06,4.33,5.63,9.66
500000,49,High,1549000.93,16,60.11,5.39,2.17,14.3,5.3,12.73,8.75,18.17
114522.75,38,Medium,317135.23,27,36.13,19.63,16.13,12.41,7.11,8.59,7.44,13.84
30444.1,54,Medium,304124.22,12,32.7,26.08,11.31,10.93,10.85,8.12,6.74,11.81
42748.62,66,Low,394296.28,1,20.19,28.54,18.6,9.18,14.51,8.98,6.13,11.14
41746.4,44,Low,186329.34,22,8.3,22.23,21.77,8.36,29.33,10.01,3.79,7.78
20000,37,Low,186530.77,29,24.56,26.02,24.64,9.9,13.97,0.91,6.06,10.05
46075.09,51,Low,148859.01,12,6.4,42.71,24.03,7.51,16.32,3.04,4.34,9.08
107835.6,50,Medium,810165.12,11,35.77,15.78,7.21,18.45,9.36,13.43,8.1,13.78
21648.99,18,Low,205446.59,30,18.14,34.93,23.61,7.59,15.22,0.5,5.78,11.02
138813.41,39,Medium,1029393.73,26,30.27,16.23,12.73,13.1,14.05,13.62,5.66,10.78
88638.33,35,Low,258649.7,30,18.24,27.56,10.54,7.06,27.53,9.07,5.33,9.93
33346.67,44,Low,375058.36,24,10.59,37.74,18.52,7.88,19.9,5.37,5.14,7.26
53577.05,37,Medium,296780.76,27,38.05,25.07,6.73,11.32,13.86,4.97,6.05,12.36
215508.86,38,Medium,1124989.08,26,31.99,23.19,7.39,15.58,12.77,9.08,6.41,11.48
107897.62,29,High,317950.98,30,55.93,2.34,4.06,11.89,9.72,16.07,9.61,15.23
60423.1,48,Medium,249628.35,13,33.09,22.36,11.69,12.46,14.52,5.88,6.52,11.83
49610.27,59,Low,265845.38,6,24.6,26.43,17.4,6.42,16.49,8.67,6.15,8.24
63792.26,29,High,564447.9,30,65.43,5.63,0.69,12.09,8.95,7.22,9.66,15.01
39842.48,23,Low,323172.88,30,16.02,30.16,12.83,10.13,29.38,1.48,5.38,8.96
20000,40,Low,173383.81,23,18.96,33.51,11.42,6.82,23.53,5.76,4.51,11.38
307380.65,39,High,2778113.79,26,57.43,8.69,2.73,14.51,1.35,15.3,9.17,17.23
67938.61,54,Medium,732193.24,10,35.19,13.11,9.71,14.65,14.7,12.65,6.75,11.78
82505.29,25,Medium,443977.99,30,42.8,20.52,10.05,13.67,4.88,8.07,8.32,14.31
57283.83,33,Medium,326853.86,30,46.36,15.5,7.35,16,11.84,2.95,7.84,14.19
33323.11,18,Medium,280876.51,30,41.31,14.48,10.26,16.28,5.17,12.5,7.65,14.46
51707.61,56,Medium,425957.13,6,44.6,22.06,8.91,14.21,6.09,4.12,8.92,14.82
20000,43,Low,85142.95,21,5.25,39.69,16.27,8.94,24.56,5.28,4.61,6.7
370930.15,34,High,2720802.26,30,56.09,10.66,4.93,21.87,3.49,2.97,9.9,17.62
22347.96,24,Low,197350.14,30,11.54,30.2,28.95,8.87,10.61,9.82,4.63,9.89
26279.04,25,Medium,284833.78,30,40.76,16.7,7.12,14.79,12.07,8.57,7.55,12.49
42188.06,44,Medium,326413.95,23,37.87,22.75,8.37,15.12,12.18,3.7,6.7,13.34
168141.37,26,Medium,1282914.36,30,47.94,18.17,9.88,11.79,11.03,1.18,8.01,13.17
60700.49,41,Medium,545419.95,23,38.17,19.37,12.38,13.21,6.56,10.31,7.98,12.23
22318.95,64,Low,125771.63,1,13.35,30.84,29.83,7.18,12.48,6.32,5.22,10.29
163663.95,35,Medium,1324216.53,30,41.47,19.21,10.41,15.07,7.92,5.91,7.31,13.09
107677.98,28,Medium,714439.09,30,34.27,25.13,8.83,14.34,8.21,9.22,7.29,14.46
92304.47,44,Medium,302508.32,21,32.91,24.36,8.23,18.34,6.86,9.3,7.21,11.05
106370.89,25,High,807788.36,30,67.09,0.66,1.18,15.97,5.85,9.24,10.23,16.36
407415.72,60,Medium,1639157.25,2,31.68,27.4,8.3,17.44,10.22,4.96,7.26,11.98
344612.46,56,Low,2228155.33,11,11.7,36.44,13.52,12.16,21.09,5.08,4.16,8.76
34638.73,38,Low,185134.28,30,8.57,24.02,27.89,8.85,22.59,8.08,2.98,6.8
219961.51,29,High,652874.84,30,62.1,3.68,2.62,15.54,3.36,12.7,8.97,17.35
81522.5,34,Low,360653.77,30,12.22,39.84,14.83,7.27,19.6,6.25,5.17,10.46
89444.76,36,Medium,528881.14,27,37.36,19.99,8.17,18.45,6.37,9.66,7.96,15.31
20000,44,Low,163060.62,19,22.48,25.7,12.69,8.16,23.02,7.95,5.66,10.11
52354.4,52,Medium,218897.83,8,44.66,27.09,7.16,12.85,8.15,0.08,7.31,13.63
31314.64,27,Medium,170039.92,30,31.98,23.99,13.15,16,12.01,2.88,6.66,13.3
116371.96,52,High,1084815.71,12,63.71,1.24,2.11,15.39,2.96,14.6,9.86,18.17
141345.74,47,Low,1359120.59,17,9.54,31.93,27.86,9.23,19.93,1.52,4.67,7.36
20000,33,Low,158629.13,30,20.76,27.46,14.22,10.54,26.52,0.49,5.12,9.01
58951.59,26,Medium,375163.98,30,32.6,26.62,7.98,12.24,9.68,10.87,6.75,12.3
147206.12,41,Medium,1020108.08,25,38.84,20.77,10.38,9.07,11.41,9.51,8,13.23
51676.41,27,Low,219058.25,30,10.1,37.89,16.33,8.66,16.53,10.5,4.52,9.49
107511.25,52,Low,1121583.09,15,9.82,28.32,23.14,11.12,16.62,10.99,5.49,9.9
79461.84,26,Low,658689.63,30,16.58,39.17,13.6,8.16,12.28,10.2,4.79,10.68
78859.89,46,High,354339.57,19,68.67,5.24,3.07,11.09,8.21,3.72,9.46,18.44
48293.29,39,Low,240729.33,30,22.3,33.49,15.04,6.33,17.13,5.71,5.1,10.54
22670.85,33,Low,195942.17,29,11.84,34.18,27.77,10.38,14.48,1.35,5.54,8.6
24461.99,38,Low,150103.72,25,11.6,26.22,16.31,9.92,27.19,8.76,4.58,7.31
105829.21,52,Medium,564481.57,11,38.15,24.87,10.08,10.66,13.34,2.89,8.01,12.8
60941.3,25,Low,527615.92,30,9.43,28.34,31.09,7.3,14.17,9.66,5.13,8.45
53706.54,35,Low,257098.9,30,17.85,29.23,15.35,9.55,27.95,0.07,5.02,8.07
42744.16,30,Low,356647.84,28,25.02,24.89,16.99,8.7,23.35,1.04,5.81,10.13
47002.16,39,Low,484537.15,22,6.61,22.22,27.32,8.16,25.73,9.97,4.33,8.08
138639.08,31,Medium,445958.03,30,48.55,14.65,7.31,11.1,9.83,8.56,7.71,14.47
45885.51,18,Medium,162735.44,30,38.53,27.78,5.27,12.04,5.2,11.17,6.8,14.57
20521.9,27,Low,222840.22,30,11.15,27.09,22.23,9.09,28.48,1.96,5,8.02
108773.31,59,Low,453646.32,5,18.48,37.72,13.2,8.65,19.13,2.81,5.63,11.47
50929.55,42,Low,152374.85,24,12.75,35.23,15.27,4.96,27.7,4.1,4.25,7.49
61526.09,42,High,592539.32,23,57.28,1.32,4,14.21,7.63,15.56,9.13,15.13
217110.67,36,High,960549.08,27,60.9,9.35,2.77,13.25,8.67,5.06,8.75,15.48
59021.17,39,High,297915.91,26,60.95,0.9,4.06,15.38,4.06,14.64,10.03,16.52
75617.78,34,High,322509.76,30,68.81,3.53,2.61,15.64,7.5,1.91,10.38,17.05
23364.22,46,Low,264253.01,24,19.81,25.57,14.54,5.97,27.5,6.62,5.03,8.17
50330.39,41,Medium,453475.09,22,47.14,27.71,6.85,10.34,4.89,3.06,7.4,13.03
97706.24,25,Medium,686895.24,30,35.31,24.57,8.97,18.32,7.18,5.65,7.35,15.91
20000,43,Low,155521.33,24,21.49,29.82,14.77,5.75,23.08,5.09,5.15,10.5
70458.27,18,Medium,239819.61,30,41.72,23.8,7.41,10,11.02,6.06,7.65,13.35
65038.37,44,Medium,655874.11,17,42.9,14.53,7.46,15.91,7.28,11.91,7.94,12.68
62014.89,23,Low,518952.23,30,10.41,35.73,16.59,9.62,19.94,7.7,4.25,5.82
137561.58,38,Medium,620032.45,24,38.37,20.48,11.91,13.78,7.31,8.16,6.76,13.91
78405.6,25,Medium,776123.2,30,30.71,25.99,11.19,17.01,5.77,9.34,6.7,14.88
195742.9,40,Medium,1895941.73,24,37.85,16.36,13.74,17.16,12.07,2.82,7.1,12.85
27098.35,46,Medium,243171.7,18,42.13,23.99,8.5,14.75,4.99,5.64,8.12,14.58
66892.32,58,Low,718898.06,5,17.76,37.92,16.37,5.55,21.32,1.08,5.09,8.26
64194.53,21,High,245551.56,30,51.78,4.82,5.09,15.55,8.41,14.35,8.67,15.21
25506.7,51,Low,251256.2,11,18.59,39.51,12.51,10.15,17,2.24,5.32,9.71
128944.3,41,Medium,455866.55,23,34.83,23.25,12.01,14.88,10.94,4.1,7.03,13.34
385323.49,34,Medium,2936845.92,25,34.16,24.06,11.52,12.78,13.45,4.03,6.83,14.56
59189.24,49,High,602941.08,15,64.16,0.67,1.73,18.27,0.77,14.4,10.78,16.36
89869.75,37,Medium,602171.15,29,31.84,27.34,5.7,19.93,13.5,1.69,7.21,11.59
64197.18,48,Medium,568288.2,19,36.43,24.23,7.92,14.03,10.36,7.03,6.51,13.3
33902.1,28,Low,134621.2,30,23.08,36.41,17.02,7.05,12.91,3.54,6.16,9.98
20000,32,Low,173311.13,30,16.21,37.6,15.96,9.63,14.57,6.03,5.8,9.72
34114.61,51,Medium,136475.36,16,31.28,22.34,7.02,16.22,14.49,8.64,7.19,11.92
20000,57,Low,102903.66,4,24.53,34.49,14.85,5.12,19.99,1.03,5.67,8.83
234540.02,39,High,1697784.43,24,64.88,9.27,4.91,15.69,2.14,3.11,9.69,16.6
54721.51,18,Medium,378202.6,30,51.36,13.41,6.1,18.06,9.3,1.77,8.82,13.67
45495.3,37,Low,247825.65,28,18.47,28.71,16.66,5.68,21.57,8.91,4.79,10.35
122201.05,40,Medium,785846.38,25,39.27,27.93,11.58,15.12,5.66,0.44,7.28,14.6
24457.67,37,Low,219814.23,27,20.44,33.05,16.18,5.2,16.56,8.58,6.1,8.58
32487.43,44,Low,276539.28,26,16.14,34.56,26.81,10.41,11.93,0.15,5.3,10.14
63358.08,34,Medium,198037.87,30,38.49,22.52,5.88,13.06,11.41,8.64,6.73,11.56
136641.37,50,Medium,1064555.96,19,31.53,26.42,8.63,17.17,8.55,7.7,6.7,12.3
89630.23,25,High,677173.24,30,68.72,5.12,4.42,16.36,1.57,3.83,10.43,17.86
73186.04,54,High,592423.24,8,69.77,3.83,1.46,16.96,0.45,7.53,10.11,19.07
63869.3,58,Medium,618697.45,4,34.73,19.66,10.58,18.22,12.35,4.44,6.52,14.23
82643.26,29,Low,575571.2,30,20.76,20.2,24.75,6.36,25.94,1.99,5.35,8.79
70503.82,29,Medium,699012.38,30,42,14.53,9.06,16.47,8.76,9.19,7.98,13.06
26320.99,44,Medium,303000.5,23,44.16,13.13,8.76,18.61,6.13,9.21,8.55,13.34
62253.08,25,Medium,523942.88,30,39.32,16.47,7.95,20.15,8.74,7.38,7.83,14.43
25416.37,34,Medium,157763.87,30,36.26,20.08,10.47,11.66,10.66,10.88,6.75,14.31
64020.96,53,Medium,254332.32,8,37.91,18.25,14.06,20.03,6.07,3.67,7.83,14.89
40846.71,48,Medium,397693.53,23,36.16,26.4,6.81,14.53,9.36,6.74,7.11,13.66
457533.39,63,Low,1514780.29,3,14.7,30.07,23.31,4.85,21.59,5.49,5.23,9.58
58115.31,42,Medium,226188.05,24,38.38,18.7,6.5,15.45,12.27,8.7,7.83,12.43
20000,32,Medium,219046.81,30,37.94,22.78,7.15,17.99,10.4,3.75,6.99,15.42
53892.99,40,High,389171.67,19,55.35,3.01,0.49,11.02,9.08,21.04,9.34,16.48
90906.5,38,Medium,433140.01,25,34.71,25.62,11.05,14.05,8.92,5.65,6.69,13.72
228842.89,38,High,2258661.95,28,70.81,7.33,0.35,12.93,5.03,3.54,10.92,17.02
37441.61,39,Medium,325752.01,25,38.99,20.16,10.69,17.18,5.79,7.2,7.75,13.98
20000,28,Low,153575.12,30,16.6,31.88,20.12,7.49,17.33,6.57,4.77,10.96
115331.91,43,Low,577660.53,25,9.78,34.32,12.85,9.02,26.03,8,3.81,7.51
20000,23,Low,171258.65,30,20.68,23.39,17.81,8.37,22.99,6.77,6.02,10
42326.79,31,Low,363145.15,30,22.15,37.58,12.61,6.46,20.61,0.59,4.66,8.44
48825.28,38,Low,413802.38,26,15.95,34.45,27.51,7.06,12.04,2.99,5.47,9.06
56748.99,18,High,220179.68,30,64.73,6.91,0.38,14.06,8.39,5.54,9.54,16.92
104133.75,49,Medium,838120.75,17,38.1,19.08,9.97,14.98,9.44,8.44,7.74,13.7
34724.21,18,Low,248970.69,30,8.89,37.22,22.16,9.95,13.76,8.02,5.43,9.82
48200.1,48,Low,472190.31,13,22.5,21.09,28.51,7.15,13.03,7.71,4.96,9.56
59318.92,24,Medium,439122.71,30,49.04,11.83,12.94,12.75,5.62,7.82,8.45,15.02
67628.06,35,Low,249395.37,30,20.85,33.3,15.96,8.72,17.36,3.81,4.63,10.07
64884.34,46,Low,341110.96,17,22.99,29.83,13.27,10.66,14.57,8.67,5.49,11.98
85042.33,66,Low,742132.59,1,7.23,32.49,22.03,6.87,21.74,9.64,4.34,8.98
117850.42,41,Low,974339.27,23,15.6,23.71,22.79,6.55,24.86,6.49,5.77,7.98
82142.2,18,Low,328638.65,30,9.91,42.07,21.19,5.84,13.59,7.4,4.37,9.46
86246.8,51,Medium,468153.92,17,45.34,15.42,14.22,16.98,6.19,1.85,7.81,13.76
20000,37,Low,79451.14,28,10.85,31.14,24.07,8.11,20.52,5.31,4.85,7.54
62460.02,40,Low,330666.24,23,19.06,20.49,26.37,5.53,24.66,3.89,4.56,10.13
88054.03,46,High,240662.11,23,69.76,0.16,0.07,14.36,4.5,11.15,10.06,17.87
107500.72,18,Medium,983675.25,30,42.45,19.98,13.68,14.53,4.58,4.78,7.82,14.33
34482.91,40,Low,292869.34,27,22.03,23.17,17.53,6.46,23.68,7.12,5.38,9.11
35414.21,35,Low,380401.24,25,11.25,37.88,14.08,5.39,27.52,3.89,4.51,7.71
37904.28,54,Low,400270.52,14,22.43,30.24,23.92,5.65,16.42,1.34,4.7,9.43
92155.34,48,Medium,677218.47,24,35.18,12.22,15.07,13.5,13.26,10.77,7.43,12.42
137201.33,20,Medium,846422.51,30,47.09,11.49,11.54,17.54,9.79,2.54,8.34,16.49
43309.69,55,Low,447810.08,6,20.33,27.9,27.35,7.92,12.44,4.06,5.86,9.44
124053.68,45,Medium,589263.3,22,44.07,15.62,8.87,13.9,6.45,11.09,8.13,14.69
66229.66,21,High,271887.62,30,61.07,7.44,4.57,17.36,0.21,9.36,9.35,14.42
54321.27,40,High,326825.51,30,61.93,2.07,0.41,16.53,9.34,9.72,8.36,16.07
50665.09,52,Low,174892.38,11,16.52,27.84,23.47,4.91,24.58,2.67,4.41,7.98
109031.15,25,Medium,506457,30,47.44,14.69,10.33,14.63,11.69,1.22,7.62,13.8
77851.78,56,Low,263820.87,9,18.77,28.47,27.77,8.74,14.36,1.89,5.2,10.25
370556.12,21,High,918222.9,30,60.6,3.68,2.76,12.86,3.22,16.88,9.28,17.53
30342.97,30,Low,224520.24,30,23.35,24.18,13.75,6.64,25.94,6.13,4.28,11
90815.13,28,Medium,724127.2,30,37.27,22.61,6.63,15.12,13.51,4.85,7.66,15.32
39290.54,56,Low,303270.93,9,7.72,35.99,12.18,10.78,26.04,7.29,4.6,7.29
29931.61,34,Medium,110763.17,30,41.32,14.57,14.24,15.16,9.19,5.53,6.52,12.94
59480.64,26,Medium,332905.51,30,30.57,20.09,14.71,15.95,8.33,10.36,6.71,12.66
66968.78,45,Low,238379.82,19,17.42,35.52,9.97,8.86,27.07,1.17,4.88,9.28
500000,47,Medium,3647254.58,15,38.08,14.34,6.68,22.16,9.1,9.64,7.2,14.91
51781.24,48,High,493901.29,12,59.7,3.56,2.32,15.04,7.25,12.14,9.22,16.41
24293.32,36,Low,107268.01,27,17.81,30.03,27.76,6.36,16.56,1.48,4.18,8.06
74645.72,43,Medium,232213.61,29,34.07,13.69,5.61,18.25,13.94,14.42,7.53,12.15
20000,32,Medium,136952.31,30,43.89,24.88,5.78,12.05,13.18,0.22,7.69,13.04
55744.52,60,Medium,306825,1,35.01,20.9,8.53,16.54,5.48,13.54,7.58,15.34
60774.17,53,Medium,301294,15,44.76,23.82,6.34,10.23,13.91,0.95,7.73,13.71
113298.38,52,Medium,470203.48,12,35.06,10.77,14.33,18.46,7.92,13.45,7.56,13.07
130744.15,49,High,641977.04,16,59.9,5.04,3.37,9.87,5,16.82,9.37,15.19
40104.51,46,Medium,435936,19,44.73,10.84,8.55,11.16,11.95,12.76,7.62,15.78
53189.09,25,Low,496328.1,30,19.7,32.02,13.98,4.74,25.16,4.4,4.69,9.35
32506.75,47,Low,268398.85,14,10.24,30.73,19.74,12.71,26.24,0.34,4.54,9.49
24334.49,41,Low,245502.07,28,19.76,24.81,17.26,6.67,26.98,4.52,5.78,7.99
76881.12,55,Low,217825.33,12,18.71,32.75,11.1,4.74,24.14,8.57,5.98,11.48
21660.19,49,Low,111633.53,16,8.65,32.33,22.97,5.71,23.12,7.22,3.62,6.73
43062.09,46,Medium,232876.23,16,33.6,25.46,5.71,17.76,4.94,12.54,6.84,15
27064.03,19,Medium,212540.05,30,33.4,22.64,11.93,16.96,10.89,4.18,6.21,12.89
93138.82,38,High,882518.77,27,61.03,2.76,1.57,13.79,5.82,15.04,9.3,16.77
253531.64,33,High,1008874.04,30,79.09,1.43,0.11,16.76,1.02,1.59,10.22,18.95
21180.36,43,Medium,108947.57,26,36.39,14.23,7.58,20.81,12.16,8.84,7.28,15.1
20000,35,Low,210667.1,28,22.29,30.43,12.5,6.31,22.3,6.18,5.27,10.71
54295.16,36,Low,322302.99,30,20.81,24.6,27.53,6.3,18.01,2.74,6.2,8.45
60758.25,45,Medium,506523.73,22,39.89,16.78,9.08,10.83,13.1,10.32,7.87,12.08
71469.59,34,High,490278.27,30,62.77,9.58,4.26,14.9,1.19,7.3,9.84,16.08
41983.98,41,Low,184051.65,23,15.5,24.53,17.77,6.53,25.25,10.42,5.5,8.22
51102.48,21,High,409614.09,30,74.68,6.7,0.35,17.67,0.15,0.45,10.44,20.14
80507.7,30,Medium,462022.5,30,36.16,11.72,9.67,16.54,16.41,9.51,6.08,13.05
137922.13,47,Medium,640339.41,19,36.6,25.75,5.8,12.95,12.82,6.09,7.53,13
20000,25,Low,209431.73,30,22.94,23.47,25.3,8.01,12.36,7.92,5.53,10.87
44665.13,54,Low,145469.11,14,7.06,33.65,13.99,7.07,32.64,5.59,4.12,8.28
71192.79,51,Medium,423976.04,14,43.58,10.43,15.23,11.33,6.63,12.8,7.69,15.08
28788.15,36,Low,162785.75,30,17.36,31.24,17.33,8.8,20.06,5.21,5.14,11.16
239674.14,75,Low,658806.89,1,9.25,25.36,22.48,8.85,25.3,8.76,4.37,7.37
36090.03,54,Low,149399.89,13,17.7,38.54,19.25,9.01,12.2,3.3,6.6,12.26
58050.33,28,High,224111.15,30,53.72,8.17,4.86,17.66,6.03,9.56,7.85,16.49
93612.34,48,Medium,613418.34,19,41.27,19.3,10.77,16.23,5.91,6.53,9.14,13.9
37386.76,40,Low,199310.55,25,11.98,38.32,18.27,9.24,19.85,2.34,3.29,7.58
20000,30,Low,204057.44,30,20.87,35.47,20.67,5.27,13.78,3.94,5.62,10.78
42581.54,27,Low,193911.45,30,7.56,38.86,24.77,8.57,14.3,5.94,5.17,8.53
136714.8,51,High,1112148.78,13,58.08,5.78,1.42,14.44,7.6,12.68,9.38,16.37
45824.94,32,Medium,200773.86,30,38.73,20.38,8.31,15.31,7.83,9.44,8.89,12.38
30483.85,38,Low,109345.03,26,15.68,26.17,27.27,10.12,15.75,5,4.74,8.95
125823.78,28,High,546013.19,30,64.74,6.49,1.11,18.43,4,5.22,9.52,17.98
46049.86,31,Medium,431659,29,38.91,12.95,9.02,16.51,10.55,12.06,7.58,11.61
39893.6,38,Medium,144037.55,27,41.16,11.05,6.65,17.68,13.82,9.63,9.05,12.56
67620.38,44,Medium,365600.19,20,37.12,24.23,13.47,13.23,10.03,1.93,7.29,11.25
111157.12,18,High,247443.26,30,70.2,8.23,3.55,12.95,3,2.06,10.58,17.53
403313.99,40,Low,2880119.59,19,14.88,35.8,10.9,5.29,28.26,4.87,3.25,9.66
116295.39,31,Medium,1140699.75,30,37.33,19.71,8.68,17.35,6.63,10.3,9.01,13.21
151747.28,56,Low,826106.76,10,17.68,29.56,15.17,8.87,19.23,9.49,5.05,10.05
40027.7,75,Low,339796.95,1,23.16,34.23,13.31,8.93,14.02,6.35,5.46,13.05
26407.55,35,Medium,183364.92,28,35.65,21.46,14.23,19.66,7.14,1.87,7.14,13.53
63067.76,19,Medium,636221.8,30,42.28,21.91,9.53,14.58,7.77,3.92,7.99,13.66
65371.12,41,Medium,556646.66,24,35.04,20.87,8.7,11.86,11.85,11.68,6.42,13.11
25318.48,37,Low,96594.22,30,18.48,35.44,18.27,9.62,17.58,0.62,4.8,9.88
52149.21,63,Medium,212657.65,1,40.38,16.11,13.25,16.52,8.48,5.27,7.85,14.05
82582.57,59,Medium,534993.27,3,33.04,27.15,8.94,9.95,13.09,7.84,6.15,12.68
80050.63,50,Low,614674.52,21,18.74,27.61,24.3,6.71,21.14,1.49,4.87,9.24
89817.05,32,Medium,420294.12,30,40.26,16.91,12.77,12.49,12.62,4.94,7.33,13.53
75725.61,48,Medium,608154.24,18,46.46,15.16,5.25,14.22,7.81,11.1,8.74,16.58
39994.33,43,Low,307450.62,25,14.45,29.21,27.86,6.01,15.68,6.8,4.82,10.23
39774.42,42,Medium,259993.29,23,34.35,21.22,8.26,19.7,14.23,2.24,6.75,15.22
22992.85,21,Low,174095.07,30,12.24,37.99,19.04,5.93,16.11,8.69,4.98,7.43
250175.98,52,High,2386569.26,13,66.87,5.22,2.41,9.51,7.23,8.76,9.35,18.22
60649.1,41,Medium,280299.11,21,31.4,20.66,11.2,19.45,5.44,11.85,7.66,12.22
50122.1,38,Low,455501.87,22,25.51,28.46,15.56,7.13,23.11,0.24,5.06,10.76
28540.12,32,Low,91810.31,30,7.61,29.88,25.04,8.11,25,4.37,4.07,6.8
500000,30,Medium,1369193.3,27,35.85,18.08,12.1,15.32,12.31,6.34,7.34,12.13
25423.71,43,Low,287003.64,20,10.77,24.78,26.88,9.43,19.92,8.22,4.78,8.2
42574.96,19,Low,341796.06,30,11.46,38.4,17.56,7.6,18.97,6.01,4.52,10.25
83681.17,49,Low,640336.17,17,16.52,29.85,18.18,5.5,23.9,6.04,5.09,9.46
96980.99,27,Medium,480138.04,30,39.86,21.93,9.66,18.54,6.93,3.08,8.89,14.46
129113.29,18,Low,466629.6,30,8.84,22.99,32.59,10.11,24.21,1.25,4.27,5.38
254787.88,61,Low,1344959.86,7,19.84,25.57,16.13,8.76,25.16,4.53,4.88,9.36
89951.5,29,Medium,639511.79,30,40.22,12.58,13.84,18.9,14.26,0.2,7.06,13.36
25777.96,31,Low,213380.49,30,17.3,29.03,21.32,5.95,20.11,6.3,5.05,9.18
48851.67,53,Low,216965.99,4,17.92,34.1,15.6,9.66,15.51,7.22,5.32,10.11
76754.38,62,Medium,489062.55,3,35.97,19.11,13.31,12.16,10.12,9.32,7.79,12.66
313853.21,21,Medium,2071738.15,30,44.74,14.34,6.51,17.48,13.2,3.72,6.83,14.39
20000,28,Low,221593.73,30,7.33,41.41,21.74,9.18,16.79,3.55,4.85,8.72
157025.12,29,Medium,1033236.05,30,32.76,24.57,12.57,15.92,13.37,0.8,7.2,14.06
69288.3,51,High,511406.57,16,63.12,4.43,2.62,15.24,5.91,8.68,8.88,15.45
117285.25,59,Medium,1011533.26,1,47.5,11.7,7.39,10,10.22,13.2,8.68,14.3
55298.67,27,Medium,322919.51,30,37.33,22.01,10.32,14.86,7.83,7.65,6.33,12.81
30581.6,56,Medium,211077.53,10,34.43,31.01,9.8,11.62,9.89,3.25,5.96,11.85
109403.49,31,High,766987.21,30,54.18,8.08,1.76,16.03,6.22,13.72,8.82,16.43
101280.04,44,Medium,881227.68,16,40.22,21.99,10.61,13.96,8.18,5.04,7.05,12.46
130580.53,24,High,951207.14,30,52.85,8.85,1.61,14.8,6.34,15.54,8.54,17.55
59364.76,38,Low,245126.58,27,24.72,22.29,11.66,9.18,24.73,7.42,5.87,10.41
37132.29,38,Medium,230404.76,26,38.38,17.6,9.69,14.43,8.98,10.92,7.95,13.25
20000,36,Low,158015.49,30,16.26,27.5,12.07,6.85,30.55,6.77,4.92,8.61
115566.16,44,Medium,759349.34,23,36.32,15.09,11.37,16.12,12.55,8.55,8,13.33
84222,27,High,424255.05,30,64.11,3.55,2.53,14.05,0.98,14.78,10.86,18.03
27707.92,29,Low,200216.05,30,17.76,36.55,11.07,6.95,20.35,7.32,4.77,9.62
38997.04,45,Low,332946.43,17,19.9,25.58,28.38,5.3,15.84,5,6.05,9.97
41303.1,56,Low,293235.98,10,23.37,29.4,20.36,7.54,12.83,6.5,5.89,8.89
20000,39,Medium,151215.58,24,36.7,19.47,6.92,15.94,10.07,10.89,7.7,15.18
